,English,Tamil
119,Chennai Sangam event! Kanimozhi regret! Loyola is emotional on stage!,கொரோனா 3வது அலை தொடங்கியுள்ளது.. மக்களே உஷார்...! எச்சரிக்கும் மா.சுப்பிரமணியன்
120,This is important.. 2 new symptoms discovered in Omicron patients.. ATTENTION!,"""நவீன இந்தியாவின் இரும்பு மனிதர் அமித்ஷா"".. எடப்பாடி பழனிசாமியின் புத்தாண்டு வாழ்த்து கடிதம் "
121,Chief Minister Stalin will inaugurate the “Pongal Prize” from tomorrow,இதுதான் முக்கியம்.. ஓமிக்ரான் நோயாளிகளிடம் கண்டுபிடிக்கப்பட்ட 2 புதிய அறிகுறிகள்.. கவனம்! 
122,"""Modern India's Iron Man Amit Shah"".. Edappadi Palaniswami's New Year Wishes Letter",சென்னை சங்கமம் நிகழ்ச்சியும்! கனிமொழி வருத்தமும்! லயோலா மேடையில் உணர்ச்சிவசம்! 
123,The police are not safe under the DMK regime... OPS criticized in the report,திமுக ஆட்சியில் காவல்துறையினருக்கே பாதுகாப்பில்லை... அறிக்கையில் அனல் காட்டிய ஓபிஎஸ்
124,"It is our duty to welcome the Prime Minister.. Political ideology is different, reception is different.. Kanimozhi MP",மதுரைக்கு சட்டமன்றம்! திருச்சிக்கு டிஜிபி ஆஃபிஸ்! தமிழக அரசுக்கு கார்த்தி சிதம்பரம் யோசனை!
125,2021 is full of challenges!.. What is the target for 2022?.. Tamilnadu DGP Shailendra Babu letter,"நாளை முதல் “பொங்கல் பரிசு”, முதல்வர் ஸ்டாலின் தொடங்கி வைக்கிறார் "
126,Sasikala made a request to the Tamil Nadu government.. 'Can't answer all of them'.. Minister Suleer,"பிரதமரை வரவேற்பது நமது கடமை.. அரசியல் கருத்தியல் வேறு, வரவேற்பு வேறு.. கனிமொழி எம்பி "
127,Tamilnadu needs 4 more medical colleges - Dr Ramadoss,"கடன் தொல்லையால் விபரீத முடிவு; மனைவி, 2 குழந்தைகளை கொன்று வங்கி அதிகாரி தற்கொலை : சென்னையில் சோகம்"
128,"A disastrous end to the debt crisis; Bank officer commits suicide by killing wife, 2 children: Tragedy in Chennai",”தங்க வயல்” நகரத்தில் பதுங்கிய ராஜேந்திரபாலாஜி ? சல்லடை போடும் தனிப்படை போலீசார்
129,"Rajendra Balaji lurking in the city of ""Gold Field""? Individual police officers conducting a search",தமிழ்நாட்டுக்கு மேலும் 4 மருத்துவக் கல்லூரிகளை கேட்டுப் பெற வேண்டும்- டாக்டர் ராமதாஸ் 
130,Legislature for Madurai! DGP office to Trichy! Karti Chidambaram idea for Tamil Nadu government!,2021-ல் சவால்கள் நிறைந்தது!.. 2022-ன் இலக்கு என்ன?.. தமிழக டிஜிபி சைலேந்திர பாபு கடிதம் 
131,On the evening of 5th DMK. Meeting of MLAs .. Government chief whip announcement!, தமிழக அரசுக்கு கோரிக்கை வைத்த சசிகலா .. 'அவருக்கெல்லாம் பதில் சொல்ல முடியாது'.. அமைச்சர் சுளீர் 
132,New Year 2022: Sri Lakshmi Saibaba in fruit decoration.. 72 feet tall statue in Chennai!,புத்தாண்டு 2022: பழ அலங்காரத்தில் ஸ்ரீலட்சுமி சாய்பாபா.. சென்னையில் வீற்றிருக்கும் 72 அடி உயர சிலை! 
133,Religious events in educational halls?..Stop Coimbatore RSS training camp - Ma. Communist,கல்வி கூடங்களில் மத நிகழ்வுகளா?..கோவை ஆர்எஸ்எஸ் பயிற்சி முகாமை தடுத்து நிறுத்துங்க - மா. கம்யூனிஸ்ட்
134,"Corona again crossed 1,500 in Tamil Nadu.. Active cases increase.. High speed in these 5 districts","தமிழகத்தில் மீண்டும் 1,500-ஐ கடந்த கொரோனா.. ஆக்டிவ் கேஸ்கள் உயர்வு.. இந்த 5 மாவட்டங்களில் அதிவேகம் "
135,Corona vaccine- Union Minister Mansukh Mandavia consults with states including Tamil Nadu, கொரோனா தடுப்பூசி- தமிழகம் உள்ளிட்ட மாநிலங்களுடன் மத்திய அமைச்சர் மன்சுக் மாண்டவியா ஆலோசனை 
